1,1,1832.2692,77.895,68.8159,104.2583,1,-1,-1,-1
2,1,1821.9965,76.5569,74.8628,88.321,1,-1,-1,-1
3,1,1834.2393,80.3756,64.4997,89.9877,1,-1,-1,-1
4,1,1846.3561,84.2843,52.4811,83.9023,1,-1,-1,-1
5,1,1842.3883,83.2802,57.2343,88.8253,1,-1,-1,-1
6,1,1841.2229,82.7037,59.1339,89.2132,1,-1,-1,-1
7,1,1838.91,79.9917,62.4528,89.6036,1,-1,-1,-1
8,1,1839.551,81.7627,62.2924,87.5384,1,-1,-1,-1
9,1,1840.2322,81.6435,61.3928,87.4463,1,-1,-1,-1
10,1,1843.0757,80.6218,57.3039,88.6728,1,-1,-1,-1
11,1,1841.9186,80.1653,58.4933,87.9257,1,-1,-1,-1
12,1,1841.6099,80.6034,59.8604,89.0285,1,-1,-1,-1
13,1,1828.6936,77.599,72.269,91.944,1,-1,-1,-1
14,1,1835.3259,77.3912,65.7709,92.0003,1,-1,-1,-1
15,1,1835.0912,77.1091,66.1532,92.115,1,-1,-1,-1
16,1,1835.0812,78.3959,66.5874,93.6558,1,-1,-1,-1
17,1,1824.0078,78.6599,77.3965,91.8345,1,-1,-1,-1
18,1,1827.6794,77.972,73.976,91.9574,1,-1,-1,-1
19,1,1836.7087,78.5396,64.408,94.1618,1,-1,-1,-1
20,1,1836.71,78.8699,64.5117,92.0572,1,-1,-1,-1
21,1,1824.6259,77.6619,76.1812,91.8209,1,-1,-1,-1
22,1,1826.9008,76.8624,74.7941,93.2282,1,-1,-1,-1
23,1,1825.8792,77.4807,77.9594,96.3682,1,-1,-1,-1
24,1,1828.5055,76.9041,73.7034,92.7456,1,-1,-1,-1
25,1,1828.0096,78.1621,72.5514,91.3563,1,-1,-1,-1
26,1,1830.7732,78.3701,68.5986,92.098,1,-1,-1,-1
27,1,1834.6996,75.6953,65.0951,96.1805,1,-1,-1,-1
28,1,1826.6509,78.3297,73.7889,90.7539,1,-1,-1,-1
29,1,1822.0128,80.9317,77.2881,88.8209,1,-1,-1,-1
30,1,1125.4753,147.0442,140.4938,267.7495,1,-1,-1,-1
31,1,1836.4995,79.2415,63.4501,91.7912,1,-1,-1,-1
32,1,1824.8507,77.7356,76.1873,92.9989,1,-1,-1,-1
33,1,1826.4845,76.9858,76.6728,96.1308,1,-1,-1,-1
34,1,1832.9143,78.9352,71.2957,93.4938,1,-1,-1,-1
35,1,1831.532,78.7022,72.6101,93.4147,1,-1,-1,-1
36,1,1831.114,78.4566,69.7108,95.0808,1,-1,-1,-1
37,1,1837.3844,75.5838,59.9368,96.8704,1,-1,-1,-1
38,1,1120.5546,146.8535,126.2315,254.1145,1,-1,-1,-1
39,1,1840.7521,76.5766,55.9718,95.1544,1,-1,-1,-1
40,1,1117.6082,146.2767,131.5302,254.8909,1,-1,-1,-1
41,1,1838.2791,78.2504,61.9619,97.9927,1,-1,-1,-1
42,1,1840.3767,80.4871,59.1658,91.9712,1,-1,-1,-1
43,1,1840.3093,81.2484,60.4765,92.6629,1,-1,-1,-1
44,1,1836.9271,75.8806,61.3047,97.4719,1,-1,-1,-1
45,1,1831.2406,77.6774,69.1299,99.3114,1,-1,-1,-1
46,1,1839.7463,79.8818,62.764,93.0608,1,-1,-1,-1
47,1,1841.9186,79.223,60.6415,93.31,1,-1,-1,-1
48,1,1835.4944,78.6555,67.1648,94.4127,1,-1,-1,-1
49,1,1841.8558,80.3869,60.184,92.2575,1,-1,-1,-1
50,1,1840.3512,77.7544,63.3343,96.9497,1,-1,-1,-1
51,1,1842.0487,79.3736,59.044,96.5836,1,-1,-1,-1
52,1,1840.1106,79.0797,61.3757,92.0357,1,-1,-1,-1
53,1,1835.0153,78.4896,67.182,95.9556,1,-1,-1,-1
54,1,1842.4435,77.9908,58.8976,93.0316,1,-1,-1,-1
55,1,1113.5474,142.8275,138.3971,254.9532,1,-1,-1,-1
56,1,1841.0392,79.6305,59.6943,95.1866,1,-1,-1,-1
57,1,1838.8348,78.0466,63.6126,93.8866,1,-1,-1,-1
58,1,1846.0554,82.4728,53.5368,86.4823,1,-1,-1,-1
59,1,1826.1378,75.6982,73.867,99.8944,1,-1,-1,-1
60,1,1828.1802,76.0373,72.0805,97.624,1,-1,-1,-1
61,1,1837.0232,80.3241,62.7403,94.6433,1,-1,-1,-1
62,1,1841.2164,81.2121,59.1416,92.3786,1,-1,-1,-1
63,1,1118.2244,142.6409,130.395,258.779,1,-1,-1,-1
64,1,1837.4745,80.6454,63.365,93.8048,1,-1,-1,-1
65,1,1837.0496,80.825,63.5875,94.3356,1,-1,-1,-1
66,1,1114.549,145.9334,135.1907,251.903,1,-1,-1,-1
67,1,1839.736,77.4404,58.842,93.5716,1,-1,-1,-1
68,1,1837.9865,79.9111,64.32,96.13,1,-1,-1,-1
69,1,1837.4617,79.7935,63.4854,94.7928,1,-1,-1,-1
70,1,1842.1824,80.4746,60.1884,91.532,1,-1,-1,-1
71,1,1842.6075,80.5918,59.526,91.7324,1,-1,-1,-1
72,1,1820.7162,76.8929,81.6564,95.3524,1,-1,-1,-1
73,1,1840.2416,79.6047,59.8513,90.088,1,-1,-1,-1
74,1,1836.9587,78.1767,62.9458,93.9152,1,-1,-1,-1
75,1,1817.8118,75.8949,81.9222,92.1608,1,-1,-1,-1
76,1,1820.2917,79.8973,81.4086,90.6724,1,-1,-1,-1
77,1,1817.0371,76.5158,82.5914,90.9627,1,-1,-1,-1
78,1,1817.9076,75.8322,82.6808,92.4343,1,-1,-1,-1
79,1,1831.2054,77.7261,69.0529,94.7466,1,-1,-1,-1
80,1,1840.9607,79.814,58.8564,92.6399,1,-1,-1,-1
81,1,1839.9421,80.577,61.2492,88.3104,1,-1,-1,-1
82,1,1827.9447,76.8002,75.077,94.1662,1,-1,-1,-1
83,1,1822.8679,76.2981,78.8302,95.2911,1,-1,-1,-1
84,1,1839.5878,78.8181,61.1501,93.7117,1,-1,-1,-1
85,1,1838.8966,79.7472,63.4141,89.352,1,-1,-1,-1
86,1,1841.0144,76.2677,57.1084,95.3555,1,-1,-1,-1
87,1,1836.6077,78.5984,64.0703,89.7392,1,-1,-1,-1
